区域,所属产品,模块,场景名称,场景等级,接口名称,涉及接口
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,根据优惠券筛选附近可配送门店,v3/shopinfo/findDeliverableWithCoupon
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,推荐门店,v3/shopinfo/findRecommend
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,根据优惠券筛选附近门店,v3/shopinfo/findNearWithCoupon
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,收藏门店,v3/shopinfo/favorite
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P0,取消收藏门店,v3/shopinfo/cancelFavorite
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,查询收藏门店列表,v3/shopinfo/findFavorite
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,附近可配送的门店,v4/shopinfo/findDeliverable
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,附近多家门店推荐,v4/shopinfo/findRecommend
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,售罄商品附近可售门店列表(最多20家),v4/shopinfo/findCanSellNearShopList
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,createOrder,/v1/wallet/recharge/order/create
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,getRechargeOrderDetail,/v1/wallet/recharge/order/detail
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,queryRechargeOrder,/v1/wallet/recharge/order/query
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,getRechargeOrderReward,/v1/wallet/recharge/order/queryReward
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,getRefundDetail,/v1/wallet/refund/detail
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,refundApply,/v1/wallet/refund/apply
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,getEnabledTemplate,/v1/wallet/recharge/get-template
国内,蜜雪小程序/支付宝小程序/Android/IOS,省钱卡,省钱卡,P1,getBalanceInfo,/v1/wallet/balance
国内,蜜雪小程序/支付宝小程序/Android/IOS,省钱卡,省钱卡,P1,getAccountInfo,/v1/wallet/account
国内,蜜雪小程序/支付宝小程序/Android/IOS,省钱卡,省钱卡,P1,getTransList,/v1/wallet/translist
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P0,create,/create
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P1,getCurrent,/current
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,leave,/leave
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P0,cancel,/cancel
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,unlock,/unlock
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,switchShop,/switch-shop
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,handleSettlementUpdate,/settlement/update
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,calcprice,/calcprice
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,joinCart,/join
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P1,listSettlementMarketing,/settlement/marketing/list
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P1,allInfo,/allinfo
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,productConfirm,/product/confirm
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P2,productClear,/product/clear
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P1,获取token,/getToken
国内,蜜雪小程序/支付宝小程序/Android/IOS,拼单,拼单,P1,好友拼单主信息,/info
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,获取门店优惠活动信息-当前仅有满减,/v2/shopgetMarketingInfo
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,获取门店所有优惠活动信息,/v2/shoplistMarketing
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,查询一键领券活动信息,/v2/shopgetMarketingInfoByYjlq
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P2,一键领券,/v2/shopreceiveCouponsByYjlq
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P2,兑换码兑换,/v2/shopredeem
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getShareActGiftInfo,/v2/shop/marketing/share-act-gift/info
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P2,shareActGiftReceiveCoupons,/v2/shop/marketing/share-act-gift/receive-coupons
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P0,getOrderPayGiftInfo,/v2/shop/marketing/order/paygift/info
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getPostOrderActivityInfo,/v2/shop/marketing/order/all-act/info
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,queryPartnerMarketingInfo,/v2/shop/marketing/partner-marketing/query
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getMenuExtInfo,/v2/shop/menu/extInfo
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getMenuExtInfoV2,/v2/shop/v2/menu/extInfo
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getMenuDetailExtInfo,/v2/shop/product/ext/detail
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getMenuDetailExtInfoV2,/v2/shop/v2/product/ext/detail
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P2,exchange,/v2/shop/point/exchange
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,getGiftProductCornerInfo,/v2/shop/giftProduct/corner
国内,蜜雪小程序/支付宝小程序/Android/IOS,门店管理,门店管理,P1,买A赠B活动用户侧详情,/v2/shop/buy-a-gift-b/for-user/detail
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P2,添加商品,/v2/shoppingCart/addProduct
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P1,查询购物车商品,/v2/shoppingCart/listCartProducts
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P2,更新购物车商品数量,/v2/shoppingCart/updateProductQty
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P2,清空购物车,/v2/shoppingCart/clearCart
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P2,切换加购适用场景(内含清空购物车功能),/v2/shoppingCart/switchOrderType
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P1,查询配送费信息,/v2/shoppingCart/getDeliveryFee
国内,蜜雪小程序/支付宝小程序/Android/IOS,购物车,购物车,P2,购物车优惠选项,/v2/shoppingCart/promoOptions
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,判断门店是否命中当前进行中的超时赔付活动适用范围,/v2/order/deliveryTimeoutCompensation/matchShop
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,判断门店是否命中当前进行中的超时赔付活动适用范围,/v2/order/deliveryTimeoutCompensation/v2/matchShop
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,按门店查询当前进行中活动的超时类型及规则赔付文案,/v2/order/deliveryTimeoutCompensation/queryShopActivityRules
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,(h5)按门店查询当前进行中活动的超时类型及规则赔付文案,/v1/h5/order/deliveryTimeoutCompensation/queryShopActivityRules
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,(h5)按门店查询当前进行中活动的超时类型及规则赔付文案,/v1/h5/order/deliveryTimeoutCompensation/v2/queryShopActivityRules
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,保存订单,/v2/group/order/save
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,保存订单,/v2/order/love/save
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,分页查询订单,/v2/order/cust/list
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,[用户端]查订单记录列表,/v2/order/cust/listForCustomer
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,[用户端]删除订单记录,/v2/order/cust/deleteByCustomer
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,查询订单详情,/v2/order/cust/info/{orderCode}
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,保存订单,/v2/order/save
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,预支付,/v2/order/prepay
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,检查订单支付状态,/v2/order/check/pay
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,提前到店,/v2/order/rezAhead
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,申请退款,/v2/order/refund
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,填写退款原因,/v2/order/submitRefundReason
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,取消订单,/v2/order/cancel
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,获取骑手位置,/v2/order/getDriverPosition
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,查询订单取餐码,/v2/order/getTakeNo
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,updateConsigneeAddress,/v2/order/updateConsigneeAddress
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,排序订单上传,/v2/order/queue/callUpload
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,预计取餐(门店列表),/v2/order/queue/shopQueue
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P2,七鱼订单处理,/v1/qy/order/latest/action
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P2,交易通知,/saobei/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P2,handleRechargeNotify,/saobei/recharge/result/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P2,付费会员订单交易通知,/saobei/memberplus/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P2,预存次卡交易通知,/saobei/prepaidCard/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P0,handleCombinePayNotify,/saobei/combinepay/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,扫呗支付,扫呗支付,P0,handleCombinePaySingleTransNotify,/saobei/combinepay/singletrans/notify
国内,蜜雪小程序/支付宝小程序/Android/IOS,腾讯集成,腾讯集成,P2,判断用户能否领花,/v2/xhh/check/{orderCode}
国内,蜜雪小程序/支付宝小程序/Android/IOS,腾讯集成,腾讯集成,P2,获取领花链接,/v2/xhh/preTry/{orderCode}
国内,蜜雪小程序/支付宝小程序/Android/IOS,腾讯集成,腾讯集成,P0,勋章查询,/v2/xhh/externalGetRegistrationInfo
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P1,分页查询订单,/v2/order/virtual/list
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,保存订单,/v2/order/virtual/save
国内,蜜雪小程序/支付宝小程序/Android/IOS,订单管理,订单管理,P0,申请退款,/v2/order/virtual/refund
国内,运营管理工作台,定时任务,定时任务,P1,list,/sys/schedule/list
国内,运营管理工作台,定时任务,定时任务,P1,info,/sys/schedule/info/{jobId}
国内,运营管理工作台,定时任务,定时任务,P0,save,/sys/schedule/save
国内,运营管理工作台,定时任务,定时任务,P2,update,/sys/schedule/update
国内,运营管理工作台,定时任务,定时任务,P2,delete,/sys/schedule/delete
国内,运营管理工作台,定时任务,定时任务,P2,run,/sys/schedule/run
国内,运营管理工作台,定时任务,定时任务,P2,pause,/sys/schedule/pause
国内,运营管理工作台,定时任务,定时任务,P2,resume,/sys/schedule/resume
国内,运营管理工作台,定时任务,定时任务,P1,list,/sys/scheduleLog/list
国内,运营管理工作台,定时任务,定时任务,P1,info,/sys/scheduleLog/info/{logId}
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/couponrulegoods/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/couponrulegoods/info/{couponRuleGoodsId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/couponrulegoods/save
国内,运营管理工作台,优惠券,优惠券,P2,删除,oss/couponrulegoods/update
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/couponruleinfo/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/couponruleinfo/info/{couponRuleId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/couponruleinfo/save
国内,运营管理工作台,优惠券,优惠券,P1,修改,oss/couponruleinfo/update
国内,运营管理工作台,优惠券,优惠券,P1,修改,oss/couponruleinfo/batchSetSuitStore
国内,运营管理工作台,优惠券,优惠券,P1,批量设置不适用门店,oss/couponruleinfo/batchSetNotSuitStore
国内,运营管理工作台,优惠券,优惠券,P1,queryRelatedShop,oss/couponruleinfo/related-shop/list
国内,运营管理工作台,优惠券,优惠券,P0,unbindShop,oss/couponruleinfo/related-shop/unbind
国内,运营管理工作台,优惠券,优惠券,P0,bindShop,oss/couponruleinfo/bindShop
国内,运营管理工作台,优惠券,优惠券,P0,getCouponRuleBindInfoVo,oss/couponruleinfo/getCouponRuleBindInfoVo
国内,运营管理工作台,优惠券,优惠券,P0,bindCouponRuleInfo,oss/couponruleinfo/bindCouponRuleInfo
国内,运营管理工作台,优惠券,优惠券,P1,listRuleAreaIds,oss/couponruleinfo/getRuleAreaIds/{couponRuleId}
国内,运营管理工作台,优惠券,优惠券,P1,启用禁用,oss/couponruleinfo/enableOrDisabled
国内,运营管理工作台,优惠券,优惠券,P1,stockSyncShopCheck,oss/couponruleinfo/stock-sync/shop-check
国内,运营管理工作台,优惠券,优惠券,P1,handleStockSync,oss/couponruleinfo/stock-sync/summit
国内,运营管理工作台,点餐页,点餐页,P1,list,oss/couponrulemenu/list
国内,运营管理工作台,点餐页,点餐页,P1,info,oss/couponrulemenu/info/{couponRuleMenuId}
国内,运营管理工作台,点餐页,点餐页,P0,save,oss/couponrulemenu/save
国内,运营管理工作台,点餐页,点餐页,P2,删除,oss/couponrulemenu/update
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/couponruleshop/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/couponruleshop/info/{couponRuleShopId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/couponruleshop/save
国内,运营管理工作台,优惠券,优惠券,P2,删除,oss/couponruleshop/update
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/couponruletag/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/couponruletag/info/{couponRuleTagId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/couponruletag/save
国内,运营管理工作台,优惠券,优惠券,P2,删除,oss/couponruletag/update
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/marketingcouponrule/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/marketingcouponrule/info/{marketingCouponRuleId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/marketingcouponrule/save
国内,运营管理工作台,优惠券,优惠券,P2,update,oss/marketingcouponrule/update
国内,运营管理工作台,优惠券,优惠券,P2,删除,oss/marketingcouponrule/delete
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/marketinggoodscouponrule/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/marketinggoodscouponrule/info/{marketingGoodsId}
国内,运营管理工作台,优惠券,优惠券,P0,save,oss/marketinggoodscouponrule/save
国内,运营管理工作台,优惠券,优惠券,P2,update,oss/marketinggoodscouponrule/update
国内,运营管理工作台,优惠券,优惠券,P2,删除,oss/marketinggoodscouponrule/delete
国内,运营管理工作台,营销活动,营销活动,P1,list,oss/marketinginfo/list
国内,运营管理工作台,营销活动,营销活动,P1,info,oss/marketinginfo/info/{marketingInfoId}
国内,运营管理工作台,营销活动,营销活动,P0,save,oss/marketinginfo/save
国内,运营管理工作台,营销活动,营销活动,P1,enable,oss/marketinginfo/enable
国内,运营管理工作台,营销活动,营销活动,P1,disable,oss/marketinginfo/disable
国内,运营管理工作台,营销活动,营销活动,P1,type,oss/marketinginfo/type
国内,运营管理工作台,营销活动,营销活动,P1,update,oss/marketinginfo/update
国内,运营管理工作台,营销活动,营销活动,P1,delete,oss/marketinginfo/delete
国内,运营管理工作台,营销活动,营销活动,P1,cacheSync,oss/marketinginfo/cacheSync
国内,运营管理工作台,文件管理,文件管理,P1,list,sys/oss/list
国内,运营管理工作台,文件管理,文件管理,P2,config,sys/oss/config
国内,运营管理工作台,文件管理,文件管理,P0,saveConfig,sys/oss/saveConfig
国内,运营管理工作台,文件管理,文件管理,P2,upload,sys/oss/upload
国内,运营管理工作台,文件管理,文件管理,P2,uploadWithFileName,sys/oss/uploadWithFileName
国内,运营管理工作台,文件管理,文件管理,P2,delete,sys/oss/delete
国内,运营管理工作台,文件管理,文件管理,P2,uploadByWechat,sys/oss/merchant/weixin/image/upload
国内,运营管理工作台,文件管理,文件管理,P0,uploadByAlipay,sys/oss/merchant/alipay/image/upload
国内,运营管理工作台,消息推送,消息推送,P1,querySummaryData,/subscribe/wechat/summary/query
国内,运营管理工作台,消息推送,消息推送,P1,queryDailyData,/subscribe/wechat/daily/query
国内,运营管理工作台,消息推送,消息推送,P2,setting,/oss/push-msg/setting
国内,运营管理工作台,消息推送,消息推送,P1,getByTemplateId,/oss/push-msg/{templateId}
国内,运营管理工作台,消息推送,消息推送,P1,templateList,/oss/push-msg/template/list
国内,运营管理工作台,消息推送,消息推送,P1,templateListAll,/oss/push-msg/template/listAll
国内,运营管理工作台,文件管理,文件管理,P1,queryReplyList,/oss/reply/query
国内,运营管理工作台,文件管理,文件管理,P2,addReply,/oss/reply/add
国内,运营管理工作台,文件管理,文件管理,P2,operateReply,/oss/reply/operate
国内,运营管理工作台,文件管理,文件管理,P2,topReply,/oss/reply/top
国内,运营管理工作台,文件管理,文件管理,P2,deleteReply,/oss/reply/delete
国内,运营管理工作台,文件管理,文件管理,P2,exportData,/oss/reply/exportdata
国内,运营管理工作台,消息推送,消息推送,P1,getPushTaskById,/pushTask/{id}
国内,运营管理工作台,消息推送,消息推送,P0,savePushTask,/pushTask/save
国内,运营管理工作台,消息推送,消息推送,P2,updatePushTask,/pushTask/update
国内,运营管理工作台,消息推送,消息推送,P1,getTaskPage,/pushTask/page
国内,运营管理工作台,消息推送,消息推送,P1,getExecutionPage,/pushTask/execution/page
国内,运营管理工作台,消息推送,消息推送,P2,enableTask,/pushTask/enable/{taskId}
国内,运营管理工作台,消息推送,消息推送,P2,disableTask,/pushTask/disable/{taskId}
国内,运营管理工作台,消息推送,消息推送,P0,cancelPushTask,/pushTask/cancel/{id}
国内,运营管理工作台,消息推送,消息推送,P2,stopRunningTask,/pushTask/stop/execution/{id}
国内,运营管理工作台,消息推送,消息推送,P1,list,/oss/subscribe/triggerPoint/list
国内,运营管理工作台,消息推送,消息推送,P0,查触点-模板配置详情,/oss/subscribe/triggerPoint/bindTemplate
国内,运营管理工作台,消息推送,消息推送,P0,pageBindRel,/oss/subscribe/triggerPoint/pageBindRel
国内,运营管理工作台,消息推送,消息推送,P1,add,/oss/whitelist/add
国内,运营管理工作台,消息推送,消息推送,P1,delete,/oss/whitelist/delete
国内,运营管理工作台,消息推送,消息推送,P1,page,/oss/whitelist/page
国内,运营管理工作台,文件管理,文件管理,P1,queryGroupTrafficData,/oss/ab-lab/data/group-traffic/list
国内,运营管理工作台,文件管理,文件管理,P1,queryCouponSendData,/oss/ab-lab/data/coupon-send/list
国内,运营管理工作台,文件管理,文件管理,P1,queryCouponVerifyData,/oss/ab-lab/data/coupon-verify/list
国内,运营管理工作台,文件管理,文件管理,P1,queryTurnoverData,/oss/ab-lab/data/turnover/list
国内,运营管理工作台,文件管理,文件管理,P1,queryCouponVerifySummaryData,/oss/ab-lab/data/coupon-verify/summary
国内,运营管理工作台,文件管理,文件管理,P1,queryTurnoverSummaryData,/oss/ab-lab/data/turnover/summary
国内,运营管理工作台,文件管理,文件管理,P0,getPayGiftRewardMetricData,/oss/data/metric/paygift/reward
国内,运营管理工作台,文件管理,文件管理,P0,exportPayGiftData,/oss/data/metric/paygift/export
国内,运营管理工作台,文件管理,文件管理,P1,getRankPkDetail,/oss/data/rankPk/detail
国内,运营管理工作台,文件管理,文件管理,P1,getRankPkWinRecord,/oss/data/rankPk/win/record
国内,运营管理工作台,文件管理,文件管理,P2,exportRankPkWinRecord,/oss/data/rankPk/win/record/export
国内,运营管理工作台,活动管理,活动管理,P0,奖品概率保存,/activityDraws//atySave
国内,运营管理工作台,活动管理,活动管理,P2,cdk码导入,/activityDraws//importCdkCode
国内,运营管理工作台,活动管理,活动管理,P1,活动信息查询,/activityDraws//getActivityInfo
国内,运营管理工作台,活动管理,活动管理,P1,查询奖励级别集合,/activityDraws//getPrizeLevels
国内,运营管理工作台,活动管理,活动管理,P1,中奖统计信息查询,/activityDraws//getPrizeSendNum
国内,运营管理工作台,活动管理,活动管理,P1,中奖记录,/activityDraws//awardList
国内,运营管理工作台,活动管理,活动管理,P1,导出中奖信息,/activityDraws//exportAwardInfo
国内,运营管理工作台,活动管理,活动管理,P1,导出口令抽奖中奖信息,/activityDraws//exportWordAwardInfo
国内,运营管理工作台,活动管理,活动管理,P1,助力记录,/activityDraws//listAssistRecord
国内,运营管理工作台,活动管理,活动管理,P2,导出助力记录,/activityDraws//exportAssistRecord
国内,运营管理工作台,活动管理,活动管理,P2,集杯记录,/activityDraws//cupRecord
国内,运营管理工作台,活动管理,活动管理,P2,手动集点,/activityDraws//accumulateCups
国内,运营管理工作台,活动管理,活动管理,P1,膨胀详情查询,/activityDraws//getInflationInfo
国内,运营管理工作台,文件管理,文件管理,P1,列表,/oss/adinfo/list
国内,运营管理工作台,文件管理,文件管理,P1,详情,/oss/adinfo/info/{adInfoId}
国内,运营管理工作台,文件管理,文件管理,P0,新增,/oss/adinfo/save
国内,运营管理工作台,文件管理,文件管理,P1,复制,/oss/adinfo/copy
国内,运营管理工作台,文件管理,文件管理,P1,修改,/oss/adinfo/update
国内,运营管理工作台,文件管理,文件管理,P1,启用禁用广告,/oss/adinfo/enableOrDisabled
国内,运营管理工作台,文件管理,文件管理,P0,置顶或者取消置顶广告,/oss/adinfo/toppingOrCancel
国内,运营管理工作台,文件管理,文件管理,P1,batchUpdate,/oss/adinfo/batchUpdate
国内,运营管理工作台,文件管理,文件管理,P1,批量更新广告排序,/oss/adinfo/sort
国内,运营管理工作台,文件管理,文件管理,P1,删除,/oss/adinfo/delete
国内,运营管理工作台,文件管理,文件管理,P1,广告位标签栏菜单,/oss/adinfo/adPlaceMenu
国内,运营管理工作台,文件管理,文件管理,P1,广告位分类,/oss/adinfo/adPlaceCategoryList
国内,运营管理工作台,文件管理,文件管理,P1,广告位列表,/oss/adinfo/adPlaceList/{categoryCode}
国内,运营管理工作台,文件管理,文件管理,P1,cacheSync,/oss/adinfo/cacheSync
国内,运营管理工作台,文件管理,文件管理,P1,pointExchangeEntranceConfigInfo,/oss/adinfo/pointExchangeEntrance/info
国内,运营管理工作台,文件管理,文件管理,P0,pointExchangeEntranceConfigSave,/oss/adinfo/pointExchangeEntrance/save
国内,运营管理工作台,文件管理,文件管理,P0,save,/oss/adPop/save
国内,运营管理工作台,文件管理,文件管理,P1,list,/oss/adPop/list
国内,运营管理工作台,文件管理,文件管理,P1,列表,/oss/agreement/list
国内,运营管理工作台,文件管理,文件管理,P1,历史列表,/oss/agreement/historyList
国内,运营管理工作台,文件管理,文件管理,P1,详情,/oss/agreement/info/{agreementId}
国内,运营管理工作台,文件管理,文件管理,P0,新增,/oss/agreement/save
国内,运营管理工作台,文件管理,文件管理,P2,修改,/oss/agreement/update
国内,运营管理工作台,礼品卡,礼品卡,P0,获取资源位相关配置内容,/sys/alipayGiftCardSetting//getContent
国内,运营管理工作台,礼品卡,礼品卡,P0,保存资源位相关配置内容,/sys/alipayGiftCardSetting//saveContent
国内,运营管理工作台,文件管理,文件管理,P0,createMerchantVoucherActivity,/oss/merchant/alipay/save
国内,运营管理工作台,文件管理,文件管理,P0,updateMerchantVoucherActivity,/oss/merchant/alipay/update
国内,运营管理工作台,文件管理,文件管理,P0,getMerchantVoucherList,/oss/merchant/alipay/list
国内,运营管理工作台,文件管理,文件管理,P0,getMerchantVoucherDetail,/oss/merchant/alipay/detail
国内,运营管理工作台,文件管理,文件管理,P0,submitMerchantVoucherActivity,/oss/merchant/alipay/submit
国内,运营管理工作台,文件管理,文件管理,P0,disableMerchantVoucherActivity,/oss/merchant/alipay/disable
国内,运营管理工作台,文件管理,文件管理,P1,rewardInfo,/oss/birthday/reward/info
国内,运营管理工作台,文件管理,文件管理,P2,rewardType,/oss/birthday/reward/type
国内,运营管理工作台,文件管理,文件管理,P2,rewardRecord,/oss/birthday/reward/record
国内,运营管理工作台,文件管理,文件管理,P1,giftInfo,/oss/birthday/gift/info
国内,运营管理工作台,文件管理,文件管理,P2,rewardUpdate,/oss/birthday/reward/update
国内,运营管理工作台,文件管理,文件管理,P2,danmuUpdate,/oss/birthday/danmu/update
国内,运营管理工作台,文件管理,文件管理,P2,inputDisable,/oss/birthday/input/disable
国内,运营管理工作台,文件管理,文件管理,P1,inputStatus,/oss/birthday/input/status
国内,运营管理工作台,文件管理,文件管理,P2,sendYunMuSwitchFlag,/oss/birthday/send/yunmu/switch/{flag}
国内,运营管理工作台,文件管理,文件管理,P1,getSendYunMuSwitchFlag,/oss/birthday/send/yunmu/switch/flag
国内,运营管理工作台,文件管理,文件管理,P1,祝福语记录-列表（分页）,/oss/birthday/blessingRecord/page
国内,运营管理工作台,文件管理,文件管理,P2,祝福语记录-审核,/oss/birthday/blessingRecord/audit
国内,运营管理工作台,标签管理,标签管理,P1,cdp分群标签分页查询,/cdpTagInfo/list
国内,运营管理工作台,优惠券,优惠券,P1,info,/oss/couponPurchaseTask/info/{taskId}
国内,运营管理工作台,优惠券,优惠券,P1,pageList,/oss/couponPurchaseTask/pageList
国内,运营管理工作台,优惠券,优惠券,P1,list,/oss/couponPurchaseTask/list
国内,运营管理工作台,优惠券,优惠券,P1,listV2,/oss/couponPurchaseTask/list/v2
国内,运营管理工作台,优惠券,优惠券,P1,pageJoinQuery,/oss/couponPurchaseTask/pageJoinQuery
国内,运营管理工作台,优惠券,优惠券,P0,save,/oss/couponPurchaseTask/save
国内,运营管理工作台,优惠券,优惠券,P2,启用禁用,/oss/couponPurchaseTask/enableOrDisabled
国内,运营管理工作台,优惠券,优惠券,P2,修改数量,/oss/couponPurchaseTask/updateAmount
国内,运营管理工作台,优惠券,优惠券,P2,修改时间,/oss/couponPurchaseTask/updateTime
国内,运营管理工作台,优惠券,优惠券,P2,修改备注,/oss/couponPurchaseTask/updateRemark
国内,运营管理工作台,优惠券,优惠券,P2,修改预警值,/oss/couponPurchaseTask/updateSendWarningRatio
