区域,所属产品,模块,场景名称,场景等级,接口名称,涉及接口
国内,运营管理工作台,文件管理,文件管理,P1,获取图片上传预签名,/oss/file/getSignedUrl
国内,运营管理工作台,文件管理,文件管理,P1,列表,oss/h5activitypage/list
国内,运营管理工作台,文件管理,文件管理,P1,详情,oss/h5activitypage/info/{id}
国内,运营管理工作台,文件管理,文件管理,P0,新增,oss/h5activitypage/save
国内,运营管理工作台,文件管理,文件管理,P1,修改,oss/h5activitypage/update
国内,运营管理工作台,文件管理,文件管理,P1,删除,oss/h5activitypage/delete
国内,运营管理工作台,文件管理,文件管理,P1,开启评论,oss/h5activitypage/enable-reply
国内,运营管理工作台,商品管理,商品管理,P0,保存近期热卖信息,/sys/hotProduct//save
国内,运营管理工作台,商品管理,商品管理,P1,获取列表,/sys/hotProduct//list
国内,运营管理工作台,营销活动,营销活动,P1,邀请列表,/oss/marketing/invitingReward/statistics
国内,运营管理工作台,营销活动,营销活动,P1,邀请列表,/oss/marketing/invitingReward/invitingList
国内,运营管理工作台,营销活动,营销活动,P2,export,/oss/marketing/invitingReward/export
国内,运营管理工作台,文件管理,文件管理,P1,list,oss/giftpack/list
国内,运营管理工作台,文件管理,文件管理,P1,info,oss/giftpack/info/{giftPackId}
国内,运营管理工作台,文件管理,文件管理,P0,新增,oss/giftpack/save
国内,运营管理工作台,文件管理,文件管理,P2,修改,oss/giftpack/update
国内,运营管理工作台,文件管理,文件管理,P1,couponPackInfo,oss/giftpack/couponPackInfo
国内,运营管理工作台,文件管理,文件管理,P2,判断虚拟商品是否可编辑,oss/giftpack/checkCanEdit/{giftPackId}
国内,运营管理工作台,文件管理,文件管理,P2,券包商品补发,oss/giftpack/sendGiftPack
国内,运营管理工作台,文件管理,文件管理,P1,couponPackInfoByPromotionCode,oss/giftpack/couponPackInfoByPromotionCode
国内,运营管理工作台,文件管理,文件管理,P1,listPrizeProvider,oss/giftpack/listPrizeProvider
国内,运营管理工作台,文件管理,文件管理,P0,save,/oss/memberPrivileges/save
国内,运营管理工作台,文件管理,文件管理,P2,update,/oss/memberPrivileges/update
国内,运营管理工作台,文件管理,文件管理,P2,enable,/oss/memberPrivileges/enable/{id}
国内,运营管理工作台,文件管理,文件管理,P2,disable,/oss/memberPrivileges/disable/{id}
国内,运营管理工作台,文件管理,文件管理,P1,list,/oss/memberPrivileges/list
国内,运营管理工作台,文件管理,文件管理,P1,detail,/oss/memberPrivileges/detail/{id}
国内,运营管理工作台,文件管理,文件管理,P0,会员等级修改,/oss/memberRight/level/save
国内,运营管理工作台,文件管理,文件管理,P1,会员等级列表,/oss/memberRight/level/list
国内,运营管理工作台,文件管理,文件管理,P0,会员权益修改,/oss/memberRight/rights/save
国内,运营管理工作台,文件管理,文件管理,P2,会员权益禁用或启用,/oss/memberRight/disableOrEnable
国内,运营管理工作台,文件管理,文件管理,P2,会员权益开关设置,/oss/memberRight/switch/setting
国内,运营管理工作台,文件管理,文件管理,P1,会员权益开关设置详情,/oss/memberRight/switch/detail
国内,运营管理工作台,文件管理,文件管理,P1,info,/oss/memberRight/info/{rightId}
国内,运营管理工作台,文件管理,文件管理,P2,sort,/oss/memberRight/rights/sort
国内,运营管理工作台,文件管理,文件管理,P2,updateTopFlag,/oss/memberRight/rights/updateTopFlag
国内,运营管理工作台,文件管理,文件管理,P1,rightsSuitLevelList,/oss/memberRight/rightsSuitLevel/list
国内,运营管理工作台,文件管理,文件管理,P1,listEntrance,/oss/memberRight/entrance/list
国内,运营管理工作台,文件管理,文件管理,P0,saveEntrance,/oss/memberRight/entrance/save
国内,运营管理工作台,文件管理,文件管理,P1,会员权益汇总查询,/oss/memberRight/stat
国内,运营管理工作台,文件管理,文件管理,P1,会员权益使用记录,/oss/memberRight/stat/list
国内,运营管理工作台,文件管理,文件管理,P1,补贴券对账数据导出,/oss/memberRight/useList/export
国内,运营管理工作台,文件管理,文件管理,P0,保存尊享权益设置,/oss/memberRight/exclusive/save
国内,运营管理工作台,文件管理,文件管理,P1,查询尊享权益设置,/oss/memberRight/exclusive/get
国内,运营管理工作台,文件管理,文件管理,P1,会员权益2.0 我的权益页面排序,/oss/memberRight/my/page/sort
国内,运营管理工作台,文件管理,文件管理,P1,会员权益2.0 我的权益页面排序列表,/oss/memberRight/my/page/sort/list
国内,运营管理工作台,消息推送,消息推送,P1,资讯列表,/oss/msg/newsList
国内,运营管理工作台,消息推送,消息推送,P1,资讯详情,/oss/msg/newsInfo/{msgInfoId}
国内,运营管理工作台,消息推送,消息推送,P0,资讯新增,/oss/msg/saveNews
国内,运营管理工作台,消息推送,消息推送,P2,资讯修改,/oss/msg/updateNews
国内,运营管理工作台,消息推送,消息推送,P2,资讯删除,/oss/msg/deleteNews
国内,运营管理工作台,消息推送,消息推送,P1,发布资讯,/oss/msg/publishNews/{msgInfoId}
国内,运营管理工作台,消息推送,消息推送,P1,撤销发布,/oss/msg/unPublishNews/{msgInfoId}
国内,运营管理工作台,文件管理,文件管理,P2,藏品库,oss/nft/all
国内,运营管理工作台,文件管理,文件管理,P2,已发放藏品列表,oss/nft/minted
国内,运营管理工作台,文件管理,文件管理,P1,详情,oss/nft/info/{id}
国内,运营管理工作台,订单管理,订单管理,P0,save,/oss/orderNotice//save
国内,运营管理工作台,订单管理,订单管理,P1,info,/oss/orderNotice//info
国内,运营管理工作台,订单管理,订单管理,P1,查询预存次卡订单后台管理列表,/oss/prepaid-card/order-manage/list
国内,运营管理工作台,订单管理,订单管理,P1,查询预存次卡订单后台管理详情,/oss/prepaid-card/order-manage/detail
国内,运营管理工作台,订单管理,订单管理,P1,查询预存次卡核销账单列表,/oss/prepaid-card/order-manage/write-off-bill/list
国内,运营管理工作台,订单管理,订单管理,P2,下载预存次卡核销账单,/oss/prepaid-card/order-manage/write-off-bill/download
国内,运营管理工作台,文件管理,文件管理,P2,setProjectBanner,/oss/publicWelfare/project//banner/setting
国内,运营管理工作台,文件管理,文件管理,P1,getProjectBanner,/oss/publicWelfare/project//banner/detail
国内,运营管理工作台,文件管理,文件管理,P1,getPublicWelfareProjectList,/oss/publicWelfare/project//list
国内,运营管理工作台,文件管理,文件管理,P1,getPublicWelfareProjectDonationStat,/oss/publicWelfare/project//stat
国内,运营管理工作台,文件管理,文件管理,P1,getPublicWelfareProjectDetail,/oss/publicWelfare/project//detail
国内,运营管理工作台,文件管理,文件管理,P0,saveProject,/oss/publicWelfare/project//save
国内,运营管理工作台,文件管理,文件管理,P2,updateProject,/oss/publicWelfare/project//update
国内,运营管理工作台,文件管理,文件管理,P1,updateProjectStatus,/oss/publicWelfare/project//status/update
国内,运营管理工作台,文件管理,文件管理,P2,setProjectProcess,/oss/publicWelfare/project//process/update
国内,运营管理工作台,文件管理,文件管理,P1,getDonationPage,/oss/publicWelfare/project//donation/list
国内,运营管理工作台,文件管理,文件管理,P1,getDonationStat,/oss/publicWelfare/project//donation/stat
国内,运营管理工作台,文件管理,文件管理,P1,查询爱心榜单列表,/oss/publicWelfare/project//dropDownList
国内,运营管理工作台,文件管理,文件管理,P2,exportProjectRank,/oss/publicWelfare/project//rank/export
国内,运营管理工作台,文件管理,文件管理,P0,二维码激活工具创建,/oss/qrcode/activity/save
国内,运营管理工作台,文件管理,文件管理,P2,二维码激活工具删除,/oss/qrcode/activity/delete
国内,运营管理工作台,文件管理,文件管理,P1,二维码激活工具列表,/oss/qrcode/activity/list
国内,运营管理工作台,文件管理,文件管理,P1,二维码激活工具详情,/oss/qrcode/activity/detail
国内,运营管理工作台,文件管理,文件管理,P1,导出二维码激活工具详情,/oss/qrcode/activity/detail/export
国内,运营管理工作台,文件管理,文件管理,P1,二维码激活工具数据统计,/oss/qrcode/activity/stat
国内,运营管理工作台,文件管理,文件管理,P1,二维码激活工具交易统计,/oss/qrcode/activity/trade/stat
国内,运营管理工作台,文件管理,文件管理,P1,粘贴位置全量数据列表,/oss/qrcode/activity/pastePosition/list
国内,运营管理工作台,文件管理,文件管理,P0,新增粘贴位置,/oss/qrcode/activity/pastePosition/save
国内,运营管理工作台,文件管理,文件管理,P1,粘贴位置启用数据列表,/oss/qrcode/activity/update/pastePosition/status
国内,运营管理工作台,文件管理,文件管理,P2,dealQrCodeActivateCache,/oss/qrcode/activity/activate/cache/deal
国内,运营管理工作台,系统配置,系统配置,P2,add,/oss/recharge/promotion/add
国内,运营管理工作台,系统配置,系统配置,P2,update,/oss/recharge/promotion/update
国内,运营管理工作台,系统配置,系统配置,P2,enable,/oss/recharge/promotion/enable
国内,运营管理工作台,系统配置,系统配置,P2,disable,/oss/recharge/promotion/disable
国内,运营管理工作台,系统配置,系统配置,P1,detail,/oss/recharge/promotion/detail
国内,运营管理工作台,系统配置,系统配置,P1,page,/oss/recharge/promotion/page
国内,运营管理工作台,系统配置,系统配置,P2,add,/oss/recharge/template/add
国内,运营管理工作台,系统配置,系统配置,P2,update,/oss/recharge/template/update
国内,运营管理工作台,系统配置,系统配置,P2,enable,/oss/recharge/template/enable
国内,运营管理工作台,系统配置,系统配置,P1,page,/oss/recharge/template/page
国内,运营管理工作台,系统配置,系统配置,P1,detail,/oss/recharge/template/detail
国内,运营管理工作台,退款管理,退款管理,P0,list,oss/refundinfo/list
国内,运营管理工作台,退款管理,退款管理,P0,export,oss/refundinfo/export
国内,运营管理工作台,退款管理,退款管理,P0,list,oss/refundreasonconf/list
国内,运营管理工作台,退款管理,退款管理,P0,statByDay,oss/refundreasonstat/statByDay
国内,运营管理工作台,文件管理,文件管理,P2,奖励中心cdk码导入,/oss/rewardCenter/importCdkCode
国内,运营管理工作台,文件管理,文件管理,P1,列表,oss/searchWord/list
国内,运营管理工作台,文件管理,文件管理,P1,详情,oss/searchWord/info/{keyWordId}
国内,运营管理工作台,文件管理,文件管理,P0,新增,oss/searchWord/save
国内,运营管理工作台,文件管理,文件管理,P1,排序,oss/searchWord/sort
国内,运营管理工作台,文件管理,文件管理,P1,启用禁用,oss/searchWord/enableOrDisabled/{keyWordId}/{wordStatus}
国内,运营管理工作台,文件管理,文件管理,P1,删除,oss/searchWord/delete/{keyWordId}
国内,运营管理工作台,文件管理,文件管理,P1,刷新排序字段,oss/searchWord/refreshSortIndex
国内,运营管理工作台,文件管理,文件管理,P1,zoneList,oss/searchWord/zone/list
国内,运营管理工作台,文件管理,文件管理,P0,saveZone,oss/searchWord/zone/save
国内,运营管理工作台,文件管理,文件管理,P1,enableOrDisabledZone,oss/searchWord/zone/{id}/{enableStatus}
国内,运营管理工作台,文件管理,文件管理,P1,deleteZone,oss/searchWord/zone/delete/{id}
国内,运营管理工作台,文件管理,文件管理,P0,bindProduct,oss/searchWord/zone/bindProduct
国内,运营管理工作台,文件管理,文件管理,P1,sortZone,oss/searchWord/zone/sort
国内,运营管理工作台,文件管理,文件管理,P2,setStudentRightEntrance,/oss/studentRights/entrance/setting
国内,运营管理工作台,文件管理,文件管理,P1,getStudentRightEntrance,/oss/studentRights/entrance/detail
国内,运营管理工作台,文件管理,文件管理,P1,setStudentRightLandingPage,/oss/studentRights/landingPage/setting
国内,运营管理工作台,文件管理,文件管理,P1,getStudentRightLandingPage,/oss/studentRights/landingPage/detail
国内,运营管理工作台,文件管理,文件管理,P1,getStudentRightsList,/oss/studentRights/list
国内,运营管理工作台,文件管理,文件管理,P1,getStudentRightsInfo,/oss/studentRights/detail
国内,运营管理工作台,文件管理,文件管理,P0,saveStudentRight,/oss/studentRights/save
国内,运营管理工作台,文件管理,文件管理,P2,updateStudentRight,/oss/studentRights/update
国内,运营管理工作台,文件管理,文件管理,P1,testGetRequestToken,/oss/test/getRequestToken
国内,运营管理工作台,订单管理,订单管理,P1,getOrderDetail,/oss/wallet/recharge/order/detail
国内,运营管理工作台,订单管理,订单管理,P1,queryOrders,/oss/wallet/recharge/order/list
国内,运营管理工作台,文件管理,文件管理,P1,会员卡模板列表,/oss/wxMemberCard/template/page
国内,运营管理工作台,文件管理,文件管理,P1,模板详情,/oss/wxMemberCard/template/info/{id}
国内,运营管理工作台,文件管理,文件管理,P0,新增模板,/oss/wxMemberCard/template/save
国内,运营管理工作台,文件管理,文件管理,P2,修改模板,/oss/wxMemberCard/template/update
国内,运营管理工作台,文件管理,文件管理,P2,作废模板,/oss/wxMemberCard/template/invalidate
国内,运营管理工作台,文件管理,文件管理,P1,开通用户列表,/oss/wxMemberCard/user/page
国内,运营管理工作台,文件管理,文件管理,P2,作废用户会员卡,/oss/wxMemberCard/user/invalidate
国内,运营管理工作台,文件管理,文件管理,P2,上传卡图片,/oss/wxMemberCard/media/upload
国内,运营管理工作台,文件管理,文件管理,P2,查询微信入会组件开关状态,/oss/wxMemberCard/switch
国内,运营管理工作台,文件管理,文件管理,P1,修改微信入会组件开关状态,/oss/wxMemberCard/switch/update/status/{status}
国内,运营管理工作台,优惠券,优惠券,P2,send,oss/pointSendtask/send
国内,运营管理工作台,优惠券,优惠券,P1,list,oss/pointSendtask/list
国内,运营管理工作台,优惠券,优惠券,P1,info,oss/pointSendtask/info/{taskId}
国内,运营管理工作台,优惠券,优惠券,P1,infoDetail,oss/pointSendtask/info/detail/{taskId}
国内,运营管理工作台,消息推送,消息推送,P1,分页查询推送任务,/push/task/list
国内,运营管理工作台,消息推送,消息推送,P0,新增推送任务,/push/task/save
国内,运营管理工作台,消息推送,消息推送,P0,cancel,/push/task/cancel/{pushTaskId}
国内,运营管理工作台,消息推送,消息推送,P1,查询推送任务,/push/task/info
国内,运营管理工作台,消息推送,消息推送,P1,分页查询推送记录,/push/task/listRecord
国内,运营管理工作台,消息推送,消息推送,P2,删除推送任务,/push/task/delete
国内,运营管理工作台,文件管理,文件管理,P1,page,/oss/recharge-free-bill/page
国内,运营管理工作台,文件管理,文件管理,P2,billExport,/oss/recharge-free-bill/export
国内,运营管理工作台,门店管理,门店管理,P1,分页查询,/oss/shopCustomerGroupRule/list
国内,运营管理工作台,门店管理,门店管理,P1,用户分群分页查询-可使用的,/oss/shopCustomerGroupRule/listUsable
国内,运营管理工作台,门店管理,门店管理,P0,新增,/oss/shopCustomerGroupRule/save
国内,运营管理工作台,门店管理,门店管理,P2,更新,/oss/shopCustomerGroupRule/update
国内,运营管理工作台,门店管理,门店管理,P2,删除,/oss/shopCustomerGroupRule/delete/{id}
国内,运营管理工作台,门店管理,门店管理,P2,重新计算,/oss/shopCustomerGroupRule/refresh/{id}
国内,运营管理工作台,门店管理,门店管理,P0,保存门店同步接口,/oss/shopCustomerGroupRule/saveShopSync
国内,运营管理工作台,门店管理,门店管理,P1,查询门店同步详情,/oss/shopCustomerGroupRule/shopSyncDetail/{groupRuleId}
国内,运营管理工作台,门店管理,门店管理,P1,修改门店适用状态接口,/oss/shopCustomerGroupRule/updateShopSyncStatus
国内,运营管理工作台,门店管理,门店管理,P1,查询门店同步信息接口,/oss/shopCustomerGroupRule/pageShopSync
国内,运营管理工作台,门店管理,门店管理,P1,查询全部,/oss/shopCustomerTag/listAll
国内,运营管理工作台,短信管理,短信管理,P1,list,sms/record/getTaskRecord
国内,运营管理工作台,短信管理,短信管理,P1,get,sms/record/get/{smsTaskId}/{mobilePhone}
国内,运营管理工作台,数据统计,数据统计,P1,获取发送统计,sms/stats/getStat
国内,运营管理工作台,短信管理,短信管理,P0,save,sms/task/save
国内,运营管理工作台,短信管理,短信管理,P2,delete,sms/task/delete
国内,运营管理工作台,短信管理,短信管理,P0,cancel,sms/task/cancel/{smsTaskId}
国内,运营管理工作台,短信管理,短信管理,P1,get,sms/task/get/{smsTaskId}
国内,运营管理工作台,短信管理,短信管理,P1,list,sms/task/list
国内,运营管理工作台,文件管理,文件管理,P1,getAreaList,oss/sysarea/list
国内,运营管理工作台,文件管理,文件管理,P1,getAreaTree,oss/sysarea/getAreaTree
国内,运营管理工作台,文件管理,文件管理,P1,getAllAreaTree,oss/sysarea/getAllAreaTree
国内,运营管理工作台,文件管理,文件管理,P1,getAll,oss/sysarea/getAll
国内,运营管理工作台,文件管理,文件管理,P1,getSpecialAreaTree,oss/sysarea/v2/getAreaTree
国内,运营管理工作台,系统配置,系统配置,P1,list,/sys/config/list
国内,运营管理工作台,系统配置,系统配置,P1,info,/sys/config/info/{id}
国内,运营管理工作台,系统配置,系统配置,P1,getInfo,/sys/config/getInfoByCode
国内,运营管理工作台,系统配置,系统配置,P0,save,/sys/config/save
国内,运营管理工作台,系统配置,系统配置,P2,update,/sys/config/update
国内,运营管理工作台,系统配置,系统配置,P2,delete,/sys/config/delete
国内,运营管理工作台,系统配置,系统配置,P1,list,/sys/dynamic/config/list
国内,运营管理工作台,系统配置,系统配置,P2,add,/sys/dynamic/config/add
国内,运营管理工作台,系统配置,系统配置,P2,disableOrEnable,/sys/dynamic/config/update
国内,运营管理工作台,系统配置,系统配置,P2,dict,/sys/dynamic/config/dict
国内,运营管理工作台,文件管理,文件管理,P1,分页列表,oss/sysexporttask/list
国内,运营管理工作台,文件管理,文件管理,P2,下载类型枚举列表,oss/sysexporttask/type
国内,运营管理工作台,登录,登录,P0,auth,/sys/loginFree/heliAuth
国内,运营管理工作台,登录,登录,P0,action,/sys/loginFree/heliAction
国内,运营管理工作台,首页渲染,首页渲染,P0,更新,/oss/homeActivityArea/save
国内,运营管理工作台,首页渲染,首页渲染,P1,列表（分页）,/oss/homeActivityArea/updateUseStatus
国内,运营管理工作台,日志管理,日志管理,P1,list,/sys/log/list
国内,运营管理工作台,登录,登录,P2,captcha,captcha.jpg
国内,运营管理工作台,登录,登录,P0,login,/sys/login
国内,运营管理工作台,登录,登录,P2,logout,/sys/logout
国内,运营管理工作台,点餐页,点餐页,P2,nav,/sys/menu/nav
国内,运营管理工作台,点餐页,点餐页,P1,list,/sys/menu/list
国内,运营管理工作台,点餐页,点餐页,P1,select,/sys/menu/select
国内,运营管理工作台,点餐页,点餐页,P1,info,/sys/menu/info/{menuId}
国内,运营管理工作台,点餐页,点餐页,P0,save,/sys/menu/save
国内,运营管理工作台,点餐页,点餐页,P2,update,/sys/menu/update
国内,运营管理工作台,点餐页,点餐页,P2,delete,/sys/menu/delete/{menuId}
国内,运营管理工作台,组织管理,组织管理,P1,select,/sys/org/select
国内,运营管理工作台,点餐页,点餐页,P0,更新,/oss/recommendBuyAdInfo/save
国内,运营管理工作台,点餐页,点餐页,P1,列表（分页）,/oss/recommendBuyAdInfo/updateUseStatus
国内,运营管理工作台,其他,其他,P1,列表,sys/sysres/list
国内,运营管理工作台,其他,其他,P1,详情,sys/sysres/info/{resId}
国内,运营管理工作台,其他,其他,P0,新增,sys/sysres/save
国内,运营管理工作台,其他,其他,P2,修改,sys/sysres/update
国内,运营管理工作台,其他,其他,P0,新增图片资源,sys/sysres/savePic
国内,运营管理工作台,其他,其他,P2,cacheSync,sys/sysres/cacheSync
国内,运营管理工作台,权限管理,权限管理,P1,list,/sys/role/list
国内,运营管理工作台,权限管理,权限管理,P1,select,/sys/role/select
国内,运营管理工作台,权限管理,权限管理,P1,info,/sys/role/info/{roleId}
国内,运营管理工作台,权限管理,权限管理,P0,save,/sys/role/save
国内,运营管理工作台,权限管理,权限管理,P2,update,/sys/role/update
国内,运营管理工作台,权限管理,权限管理,P2,delete,/sys/role/delete
国内,运营管理工作台,用户信息,用户信息,P1,所有用户列表,/sys/user/list
国内,运营管理工作台,用户信息,用户信息,P1,info,/sys/user/info
国内,运营管理工作台,用户信息,用户信息,P2,password,/sys/user/password
国内,运营管理工作台,用户信息,用户信息,P1,info,/sys/user/info/{userId}
国内,运营管理工作台,用户信息,用户信息,P0,保存用户,/sys/user/save
国内,运营管理工作台,用户信息,用户信息,P2,update,/sys/user/update
国内,运营管理工作台,用户信息,用户信息,P2,delete,/sys/user/delete
国内,运营管理工作台,用户信息,用户信息,P2,multiVerificationSendCode,/sys/user/multiVerification/sendCode
国内,运营管理工作台,用户信息,用户信息,P2,multiVerificationVerifyCode,/sys/user/multiVerification/verify
国内,运营管理工作台,用户信息,用户信息,P2,forgotPasswordMobile,/sys/user/forgotPassword/mobile
国内,运营管理工作台,用户信息,用户信息,P2,forgotPasswordSendCode,/sys/user/forgotPassword/sendCode
国内,运营管理工作台,用户信息,用户信息,P2,forgotPasswordVerifyCode,/sys/user/forgotPassword/verifyCode
国内,运营管理工作台,用户信息,用户信息,P2,forgotPasswordReset,/sys/user/forgotPassword/reset
国内,运营管理工作台,系统配置,系统配置,P1,获取资源位相关配置内容,/sys/tencentFlowerSetting//getContent
国内,运营管理工作台,系统配置,系统配置,P0,保存资源位相关配置内容,/sys/tencentFlowerSetting//saveContent
国内,运营管理工作台,文件管理,文件管理,P0,save,/oss/third-client//save
国内,运营管理工作台,文件管理,文件管理,P2,update,/oss/third-client//update
国内,运营管理工作台,文件管理,文件管理,P1,get,/oss/third-client//get/{clientId}
国内,运营管理工作台,文件管理,文件管理,P2,disable,/oss/third-client//disable/{clientId}
国内,运营管理工作台,文件管理,文件管理,P2,enable,/oss/third-client//enable/{clientId}
国内,运营管理工作台,文件管理,文件管理,P1,list,/oss/third-client//list
国内,运营管理工作台,文件管理,文件管理,P2,generateSecret,/oss/third-client//generateSecret/{clientId}
国内,运营管理工作台,优惠券,优惠券,P1,分页查询,/thirdCouponVerifyFailRecord/queryPage
国内,运营管理工作台,优惠券,优惠券,P1,重新验券,/thirdCouponVerifyFailRecord/getList/{id}
国内,运营管理工作台,优惠券,优惠券,P2,批量重新验券,/thirdCouponVerifyFailRecord/verifyReTryBatch
国内,运营管理工作台,文件管理,文件管理,P1,抖音订单查询,oss/douyin/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P1,快手订单查询,oss/kuaishou/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P0,支付宝订单查询,oss/alipay/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P1,高德订单查询,oss/gaode/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P1,京东订单查询,oss/jd/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P1,美团订单查询,oss/meituan/orderInfo/{orderId}
国内,运营管理工作台,文件管理,文件管理,P1,友盟统计通用转接接口,/oss/umeng/stat/adapter
国内,运营管理工作台,版本管理,版本管理,P0,保存版本信息,/sys/version//save
国内,运营管理工作台,版本管理,版本管理,P2,获取升级历史,/sys/version//delete/{versionId}
国内,运营管理工作台,版本管理,版本管理,P1,获取升级历史,/sys/version//list
国内,运营管理工作台,文件管理,文件管理,P0,createWechatMerchantCoupon,/oss/merchant/weixin/save
国内,运营管理工作台,文件管理,文件管理,P2,updateWechatMerchantCoupon,/oss/merchant/weixin/update
国内,运营管理工作台,文件管理,文件管理,P1,getMerchantCouponDetail,/oss/merchant/weixin/detail/{taskId}
国内,运营管理工作台,文件管理,文件管理,P1,list,/oss/merchant/weixin/list
国内,运营管理工作台,文件管理,文件管理,P1,querySendCoupons,/oss/merchant/weixin/task/couponPage
国内,运营管理工作台,文件管理,文件管理,P2,setCouponNotify,/oss/merchant/set/coupon/notify
国内,运营管理工作台,优惠券,优惠券,P1,page,/oss/wechat-product-coupon/page
国内,运营管理工作台,优惠券,优惠券,P0,createWechatProductCoupon,/oss/wechat-product-coupon/save
国内,运营管理工作台,优惠券,优惠券,P2,updateWechatProductCoupon,/oss/wechat-product-coupon/update
国内,运营管理工作台,优惠券,优惠券,P2,disable,/oss/wechat-product-coupon/disable
国内,运营管理工作台,优惠券,优惠券,P1,detail,/oss/wechat-product-coupon/detail/{id}
国内,运营管理工作台,优惠券,优惠券,P0,createWechatProductCouponStockGroup,/oss/wechat-product-coupon/stock-group/save
国内,运营管理工作台,优惠券,优惠券,P2,updateWechatProductCouponStockGroup,/oss/wechat-product-coupon/stock-group/update
国内,运营管理工作台,优惠券,优惠券,P1,pageStockGroup,/oss/wechat-product-coupon/stock-group/page
国内,运营管理工作台,优惠券,优惠券,P1,detailStockGroup,/oss/wechat-product-coupon/stock-group/detail/{wechatProductCouponStockGroupId}
国内,运营管理工作台,优惠券,优惠券,P2,disableStockGroup,/oss/wechat-product-coupon/stock-group/disable
国内,运营管理工作台,优惠券,优惠券,P1,updateDistributeBudget,/oss/wechat-product-coupon/stock-group/update/distribute-budget
国内,运营管理工作台,优惠券,优惠券,P1,pageStock,/oss/wechat-product-coupon/stock/page
国内,运营管理工作台,优惠券,优惠券,P2,uploadImg,/oss/wechat-product-coupon/image/upload
国内,运营管理工作台,优惠券,优惠券,P2,setNotify,/oss/wechat-product-coupon/set/notify
国内,运营管理工作台,优惠券,优惠券,P1,page,/oss/wechat-product-coupon/receive-scene/page
国内,运营管理工作台,优惠券,优惠券,P0,save,/oss/wechat-product-coupon/receive-scene/save
国内,运营管理工作台,优惠券,优惠券,P2,update,/oss/wechat-product-coupon/receive-scene/update
国内,运营管理工作台,优惠券,优惠券,P1,detail,/oss/wechat-product-coupon/receive-scene/detail/{id}
国内,运营管理工作台,优惠券,优惠券,P2,enable,/oss/wechat-product-coupon/receive-scene/enable
国内,运营管理工作台,优惠券,优惠券,P2,disable,/oss/wechat-product-coupon/receive-scene/disable
国内,运营管理工作台,文件管理,文件管理,P1,departmentList,/oss/wxwork/help/department/list
国内,运营管理工作台,文件管理,文件管理,P1,page,/oss/wxwork/help/log/list
国内,运营管理工作台,文件管理,文件管理,P2,userUpdate,/oss/wxwork/help/user/update
国内,运营管理工作台,系统配置,系统配置,P0,创建买A赠B活动,/oss/buy-a-gift-b/save
国内,运营管理工作台,系统配置,系统配置,P2,更新买A赠B活动,/oss/buy-a-gift-b/update
国内,运营管理工作台,系统配置,系统配置,P1,获取买A赠B活动详情,/oss/buy-a-gift-b/detail
国内,运营管理工作台,系统配置,系统配置,P2,启用买A赠B活动,/oss/buy-a-gift-b/enable
国内,运营管理工作台,系统配置,系统配置,P2,禁用买A赠B活动,/oss/buy-a-gift-b/disable
国内,运营管理工作台,系统配置,系统配置,P1,获取买A赠B活动列表,/oss/buy-a-gift-b/list
国内,运营管理工作台,系统配置,系统配置,P0,保存BuyAGiftB餐单分类配置,/oss/buy-a-gift-b/category-config/save
国内,运营管理工作台,系统配置,系统配置,P1,获取BuyAGiftB餐单分类配置,/oss/buy-a-gift-b/category-config/get
国内,运营管理工作台,系统配置,系统配置,P1,买赠活动对账查询,/oss/buy-a-gift-b/verify-record/list
国内,运营管理工作台,系统配置,系统配置,P2,买赠活动对账导出,/oss/buy-a-gift-b/verify-record/export
国内,运营管理工作台,系统配置,系统配置,P1,赠品下单数据,/oss/buy-a-gift-b/gift-order-stat/info
国内,运营管理工作台,营销活动,营销活动,P0,新增营销活动,marketinginfo/save
国内,运营管理工作台,营销活动,营销活动,P1,新增营销活动,marketinginfo/sendMsg
国内,运营管理工作台,营销活动,营销活动,P1,更新营销活动,marketinginfo/update
国内,运营管理工作台,营销活动,营销活动,P1,"更新活动全部信息, 仅支持活动开始前",marketinginfofull-update
国内,运营管理工作台,营销活动,营销活动,P1,获取营销活动,marketinginfo/get/{marketingId}
国内,运营管理工作台,营销活动,营销活动,P1,启用,marketinginfo/enable/{marketingId}
国内,运营管理工作台,营销活动,营销活动,P1,禁用,marketinginfo/disable/{marketingId}
国内,运营管理工作台,营销活动,营销活动,P1,增加活动库存,marketinginfo/addStockNum/{marketingId}
国内,运营管理工作台,营销活动,营销活动,P1,获取营销活动列表,marketinginfo/list
国内,运营管理工作台,营销活动,营销活动,P0,新增营销活动-multipart/form-data,marketinginfo/saveForm
国内,运营管理工作台,营销活动,营销活动,P1,updateForm,marketinginfo/update-form
国内,运营管理工作台,营销活动,营销活动,P1,updateBasicInfo,marketinginfo/basic-info/update
国内,运营管理工作台,营销活动,营销活动,P1,兑换码-导出,marketinginfo/redeemCodeExport
国内,运营管理工作台,营销活动,营销活动,P1,获取活动奖项扩展字段,marketinginfo/getPrizeInfo/ext
